LotNum	Title	Description	LowEst	HighEst
182	TWO HULL ART POTTERY BUD VASE w/ FLORALS	"Two Hull art pottery bud vases; First is circa 1940's -1950's double handle muted pink and green vase with a water lily on both the front and back.  Incised on the base is U.S.A., Hull Art, L-2, 5 1/2.  Measures 5 1/2"" tall by 3 1/2"" wide.  Condition is good.  Second is circa 1930's Tulip Sueno bud vase muted pink to blue vase with pink and yellow tulips on the front and back.  Incised on the base is U.S.A., Hull Art, 104-44-6.  Measures 7"" tall by 3"" wide.  Condition is good.  See images.  Approx. weight 1.2 lbs."	40.00	60.00
183	VAN BRIGGLE ART POTTERY EWER PITCHER HAND DECORATED	"Van Briggle art pottery ewer, pitcher, or vase that is hand decorated with a floral relief and a soft mat turquoise glaze.  Incised on the base is Van Briggle, Colo. Spgs. Colo., Hand decorated with two hallmarks double ""A"" and a dog.  Measures 9 1/4"" tall by 4"" wide.  Condition is good, not chips or cracks.  See images.  Approx. weight 1 lb."	100.00	150.00
184	VAN BRIGGLE ART POTTERY VASE w/ LEAVES	"Van Briggle art pottery vase with a wide mouth, a bulbous base and raised leaf design in a soft mat turquoise glaze.  Incised on the base is the double ""A"" hallmark, Van Briggle, Colo. Spgs., R.  Measures 8 1/4"" tall by 4 1/2"" wide.   Condition is good, no chips or cracks.  See images.  Approx. weight 1 1/2 lbs."	75.00	150.00
185	SCHEURICH GERMAN POTTERY VASE 504-20	"Scheurich German pottery vase 504-20, in a mat mulberry color glaze.  Embossed on the base is  504-20, hallmark Scheurich, W. Germany.  Measures 8"" high by 6 1/2"" wide.  Condition is good, no chips or cracks.  See images.  Approx. weight 3 lbs."	50.00	75.00
186	VAN BRIGGLE ART POTTERY TWIST / SWIRL VASE	"Van Briggle art pottery twist or swirl design  vase in a soft mat mulberry glaze.  Incised on the base is the double ""A"" hallmark, Van Briggle, Colo. Spgs.  Measures 7 1/4"" tall by 4"" wide at the mouth.  No chips or cracks, one pin head flake to the glaze along the upper rim.  See images.  Approx. weight 1 lb."	75.00	100.00
187	SOUTH ASIAN FILIGREE jewellery: FRAMED	"Silver jeweled accessory mounted in shadow box frame under glass.  Silver filigree butterfly accented with ten round green stones measures 2 3/4"" high by 3 1/4"" wide.  Black velvet backed shadow box frame measures 7 3/4"" high by 10"" wide by 2"" deep.  Condition is good, see images."	75.00	150.00
188	VAN BRIGGLE ART POTTERY LEAF VASE BOWL	"Van Briggle art pottery leaf vase bowl in a mat ming blue glaze.  Incised mark on the base is a double ""A"" hallmark, Van Briggle, Colo. Spgs., 23.  Measures 5"" high by 6"" wide.  No chips, cracks or crazing.  See images.  Approx. weight 1.5 lbs."	100.00	150.00
189	ROSEVILLE POTTERY SNOWBERRY BOOKENDS	"Roseville Snowberry bookends: shaded rose-color background with a smooth satin finish. The shape is that of an open book. They measure 5 1/4"" tall and 5"" across and each are marked ""Roseville U.S.A. IBE"". One small chip to one corner. Weight 5.1 lbs."	150.00	200.00
190	ROOKWOOD ART POTTERY BOX MADONNA & CHILD 2456	"Rookwood art pottery box with Madonna & Child on the lid.  Markings on the base of the box indicate that it is 2456, circa 1919, and the decorator's mark is of Arthur P. Conant.  Box measures with the lid 1 3/4"" high by 4"" wide by 2 3/4"" deep.  Inside the box and lid the glaze has crazing and there is a 1/4"" long chip on the inside of the lid.  See images.  Approx. weight 1 lb."	150.00	200.00
191	ROOKWOOD ART POTTERY TILE TRIVET 3091	"Rookwood art pottery tile trivet 3091 circa 1929, floral pattern with leaves and a muted blue background, measures 6"".  Incised on the base is the Rookwood hallmark, XXIX, 3091.  Condition is good, no chips, cracks or crazing.  See images.  Approx. weight 1.1 lb."	150.00	250.00
192	MAJOLICA BOWL AND PLATE	"Antique Majolica low bowl with a hummingbird and a pie crust rim.  English registry mark on reverse. Condition: 1"" long chip underneath the rim and crazing.  Measures 12 1/4"" wide.  The Majolica plate has a leaf pattern, with no maker's mark.  Plate measures 7 1/2"" wide. Condition good.  See images.  Approx. weight 2 lbs."	50.00	100.00
193	PAIR WELLER ART POTTERY C 1930 DOUBLE ORANGE VASES	"Pair of Weller art pottery circa 1930's mat orange double vases with handle and a single raised flower, ""Weller"" on the base.  Measures 6 1/4"" high by 8"" wide.  No chips, cracks or crazing, condition is good.  See images.  Approx. weight 3 1/2 lbs."	60.00	80.00
194	WELLER ART POTTERY FOOTED ORANGE VASE w/ FLORAL	"Weller art pottery vase: footed mat orange glazed with decorated with a single wild rose and two protruding handles.  Weller and double X are marked on the base.  7 3/4"" tall by 5 1/2"" wide (handle to handle). No chips, cracks or crazing, condition good.  See images.  Approx. weight 2 lbs."	40.00	60.00
195	ROMEO & JULIET SCULPTURE BY RUBE GOLDBERG	"Rube Goldberg - Romeo & Juliet sculpture mounted on a ebony swivel stand.  Sculpture depicts two turtles looking at each other.  One is on a tree stump looking down at the other turtle is looking up.  Rube Goldberg, 9/12 is incised at the base.  Condition is good, see image.  Approx. weight 15 lbs."	600.00	900.00
196	FANTASY ART PAINTING ELIZABETH MOORE	"Acrylic on board painting of fairies, hot air balloons, and girl on a horse signed Elizabeth Moore.  Some crackles and small losses.  Frame has minor surface scratches.  Framed dimensions 25"" high by 20 5/8"" wide by 1"" deep.  See images."	100.00	150.00
197	NAO PORCELAIN FIGURE: WOMAN AT FOUNTAIN w DOVE	"Nao porcelain figure of a woman standing at a fountain with a dove. 154 is impressed on the base. Measures 10 3/4"" tall by 6 1/2"" wide by 3 1/2"" deep.  There is a blemish in the glaze on her skirt and a tick to the base.  See images.  Approx. weight 2 lbs."	20.00	40.00
198	LLADRO FIGURINE PIERROT WITH CONCERTINA 5279	"Lladro porcelain figurine Pierrot with Concertina #5279 in a glaze finish issued in 1985 and retired in 2007 with a hallmark on the base.  Measures 5 3/4"" tall by 3 1/4"" wide by 3 1/2"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 7 ounces."	60.00	120.00
199	LALIQUE SMALL CRYSTAL FROSTED PARTRIDGE ON BASE	"Lalique small crystal frosted standing partridge on a round clear base with etched Lalique, France signature on the base.  Measures 2 1/2"" tall by 2"" wide.  Condition is good, no chips or cracks.  See images.  Approx. weight 4 ounces."	75.00	150.00
200	LLADRO FIGURINE GEESE GROUP 4549	"Lladro porcelain figurine, Geese Group #4549 with a glaze finish issued in 1969 retired 1996 and has a hallmark on the base.  Measures 6"" high by 7 3/4"" wide by 5"" deep.  Condition is good no chips or cracks.  See images.  Approx. weight 1 1/2 lbs."	60.00	100.00
201	LLADRO FIGURINE ANGEL THINKING 4536	"Lladro porcelain figurine, Angel Thinking 4536, glazed finished, issued in 1969.  Measures 4 1/4"" tall by 3 1/4"" wide by 2 3/4"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 7 ounces."	50.00	100.00
202	LLADRO FIGURINE GIRL WITH UMBRELLA 4510 RETIRED	"Lladro porcelain figurine, Girl with Umbrella #4510 with a glaze finish, issued in 1969 and retired 1993.  Blue Lladro hallmark on base, measures 11"" tall by 4 1/2"" wide. The tip and shaft of the umbrella is tarnished, no chips or cracks.  See images.  Approx. weight 1 1/2 lbs."	80.00	150.00
203	GERMAN BISQUE BUST OF A WOMAN w/  VEIL	"German bisque porcelain hand painted bust of a woman wearing a veil. Marked on the underside with a  blue diamond with an R in the center and painted number, ""17"".  Measures 10 3/4"" high by 8"" wide by 5"" deep.  Condition is good, not chips or cracks.  See images. Approx. weight 5 lbs."	500.00	600.00
204	LLADRO FIGURINE GOLF PLAYER (WOMAN) 4851 RETIRED	"Lladro porcelain figurine Golf Player (Woman) in a glaze finish with a hallmark on the base, issued in 1973 and retired in 2005.  Measures 10 3/4"" tall by 5 1/2"" wide by 4 1/4"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 2 lbs."	100.00	150.00
205	LLADRO FIGURINE GIRL WITH MILK PAIL 4682 RETIRED	"Lladro porcelain figurine, Girl with Milk Pail #4682 with glaze finish, issued in 1970 retired 1991 and has a hallmark on the base.  Measures 9"" tall by 4 1/4"" wide by 3 1/4"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 1 lb."	80.00	160.00
206	LLADRO FIGURINE CLOWN WITH TRUMPET 5060	"Lladro porcelain figurine Clown with Trumpet #5060  issued in 1980 retired in 1985 with a glaze finish and a hallmark on the base.  Measures 13 1/2"" tall by 5"" wide by 5"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 3 lbs."	200.00	300.00
207	LLADRO FIGURINE PENSIVE CLOWN 5130	"Lladro porcelain figurine Pensive Clown #5130 in a glaze finish issued in 1982 retired 2000 with a hallmark on the base.  Measures 9 1/4"" high by 7 1/4"" wide by 6"" deep.  The flower on top of his hat has been broken off, there are no other signs of damage.  See images.  Approx. weight 5 lbs."	150.00	250.00
208	LLADRO FIGURINE DOVE 1015	"Lladro porcelain figurine Dove #1015 issued in 1969 with a glaze finish and a hallmark on the base. Measures 5 3/4"" high by 6 3/4"" wide by 3 1/4"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 1 lb."	150.00	200.00
209	LLADRO FIGURINE SMALL DOG 4749 RETIRED	"Lladro porcelain figurine Small Dog #4749 with glaze finished issued in 1971 retired in 1985 and has a hallmark on the base.  Measures 3"" tall by 2 3/4"" wide by 1 1/2"" deep.  Condition is good, no chips or cracks.  See images."	100.00	150.00
210	LLADRO FIGURINE RABBIT EATING (GRAY) 4773	"Lladro porcelain figurine Rabbit Eating (Gray) #4773 with a glaze finish issued in 1971 and has a hallmark on the base.  Measures 3 3/4"" high by 4 1/4"" wide by 5"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 11 ounces."	80.00	150.00
211	LLADRO FIGURINE PIERROT WITH PUPPY AND BALL 5278	"Lladro porcelain figurine Pierrot with Puppy and Ball #5278 in a glaze finished, issued in 1985 retired in 2007 with hallmark on base.  Measures 4 3/4"" tall by 4 1/4"" wide by 2 1/4"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 7 ounces."	60.00	120.00
212	KPM BLANC DE CHINE PORCELAIN FIGURE OF A NYMPH	"Blanc de Chine porcelain figure of a nymph with dolphin. KPM scepter mark in blue under base. Measures 10 1/4"" tall by 4 1/2"" by 6"" deep. Condition good. Weight 2.8 lbs."	150.00	200.00
213	DRESDEN PORCELAIN WOMAN FIGURE BLANC DE CHINE	"Dresden porcelain figure of a woman. Blanc De Chine with lace work on her dress and blue Dresden hallmark on the base.  Measures 9"" tall by 6"" wide by 3 3/4"" deep.  Some damage to the lace work on her cuffs and the hem of her dress.  See images.  Approx. weight 1 lb."	75.00	150.00
214	CRYSTAL & SILVER PLATE PITCHER	"Crystal pitcher with silver plate mounts at rim and handle.  Stamped with hallmarks and D.R.G.M.  at rim near handle. Measures 10 1/2"" high by 9"" wide.  Condition is good, no chips or cracks.  See images.  Approx. weight 5 1/2 lbs."	75.00	150.00
215	LLADRO FIGURINE STAR GAZING 1477 RETIRED	"Lladro figurine Star Gazing #1477, issued in 1985 and retired in 1988 with a glaze finish and a blue hallmark on the base.  Measures 7 1/2"" high by 4"" wide by 3 1/2"" deep.  No chips or cracks, condition is good.  See images.  Approx. weight 1 lb."	200.00	300.00
216	LLADRO FIGURINE MADAME BUTTERFLY 4991 RETIRED	"Lladro porcelain figurine Madame Butterfly #4491 with a glaze finished issued in 1978 retired in 1998 hallmark is on the base.  Measures 12"" high by 6 1/2"" wide by 4"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 1 1/2 lbs."	150.00	250.00
217	LLADRO FIGURINE CLOWN 4618	"Lladro porcelain figurine Clown #4618 in a glaze finish, issued in 1969 with a hallmark on the base.  Measures 6 1/4"" high by 14 1/2"" wide by 4 3/4"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 2 1/2 lbs."	200.00	250.00
218	LLADRO FIGURINE A DANCING PARTNER 5093	"Lladro porcelain figurine A Dancing Partner #5093 with a glaze finish issued in 1980 retired 1983 and hallmark in on the base.  Measures 10 1/4"" tall by 4 1/4"" wide by 3 1/2"" deep.  Condition is good, no chips or cracks. See images.  Approx. weight 1 1/2 lbs."	150.00	200.00
220	"A MEISSEN PORCELAIN FIGURE ""JE LES REMENE"""	"Meissen hand painted porcelain Cupid figure with a flowing sash and holding a floral garland.  On the base is a pink relief the reads in French ""Je les ramene"".  Blue cross sword hallmark is on the base under the glaze and incise F12/83.  Measures 6 1/4"" tall by 4 3/4"" wide by 2 1/2"" deep.  There is a chip on the base inside 1/2"" long, floral garland pedals and leaves are chipped, his sash has several ticks and one wing is chipped.  See images.  Approx. weight 14 ounces."	100.00	150.00
221	SEVRES PORCELAIN & DORE BRONZE DESK SET 10 PIECES	"19th century Sevres porcelain and dore bronze desk set. Hand painted with putti and floral deigns and accented with gold gilt.  Desk set consists of: desk pad with a porcelain plaque with hand painted scene of man and women in period clothing.  When opened it measures 16 3/4"" long by 10 1/4"" wide, binding has deteriorated.  Two footed candlesticks 6"" tall by 4 1/4"" wide, one bobeche is broken, pieces are included.  One bell 4 1/2"" tall by 2 3/4"" wide.  Footed duel inkwell with tray 4 1/2"" high by 9 1/4"" wide by 6"" deep.  One seal or stamp 3 1/4"" tall by 1/2"" wide.  One footed pen tray 1"" high by 8 1/2"" long by 3"" wide.  One letter opener 8 1/4"" long by 1"" wide.  Two footed brush wipes (one  with brush, the other without), 3 1/2"" tall by 3"" wide.  Overall condition is good, minor losses to gold gilt.  Sold along with desk set is the front cover page of ""The Weekly Magazine"" dated Feb. 28, 1954 cover showing a comparable desk set with the Queen Soraya of Iran.  See images.  Approx. weight 9.7 lbs."	1800.00	2200.00
222	PR SML DORE BRONZE MOUNTED SEVRES PORCELAIN URNS	"Pair slender Sevres hand painted porcelain urns with dore bronze finials, handles, base and accents.  Sevres hallmark blue hallmark on interior of lids. Each urn has a different allegorical scene.  Urns measure 11 1/4"" tall by 3 1/2"" wide handle to handle.  One lid is missing its finial and has been repaired at the base.  See images.  Approx. weight 2.2 lbs."	200.00	300.00
223	"MEISSEN PORCELAIN PLATE ELABORATE GILT FLORAL 10"""	"Meissen porcelain plate with embossed rim, gilt grape leaves and vines, and a slightly scalloped edge.  The center features a beautiful hand painted single rose.  Meissen hallmark blue crossed swords under the glaze is on the base.  Measures 10 1/4"" wide.  Condition is good, no chips, cracks or crazing.  See images.  Approx. weigh 2 lbs."	150.00	250.00
224	DRESDEN PORCELAIN FIGURAL SWEET MEAT DISHES	"Two Dresden porcelain sweet meat serving pieces. Each adorned with a figure: a lady and gentlemen in Eighteenth century garb with the traditional highly decorated costumes recumbent on a decorated base.  Dresden blue hallmark under the glaze is on the base of each piece.  Female measures 5 1/4"" high by 9 1/4"" wide by 5 1/4"" deep, one of her big toes and a floral leaf is chipped.  Male measures 5 1/2"" high by 9"" wide by 5 1/2"" deep, chip on one of his big toes and on coat tail and cuff of his jacket.  See images.  Approx. weight 3 lbs."	150.00	250.00
225	19TH C ROBIN'S EGG BLUE PORCELAIN FOOTED COMPOTE	"19th century blue porcelain footed compote accented with gold gilt and having a center medallion depicting  two lovers. Indecipherable Hallmark is on base.  Measures 4 3/4"" tall by 9 1/2"" wide.  Top loose from bottom, evidence of old glue at joint. Hairline crack along one side.  See images.  Approx. weight 1.4 lbs."	20.00	40.00
226	MEISSEN DESSERT COMPOTE & SIX PLATES 7 PCS	"Meissen scallop edge dessert stand and six matching plates with blue, green and orange stylized floral center accented with gilt.  Meissen blue cross swords hallmark is on the base of each piece, one plate has two incised line through one hallmark.  Stand measures 5"" tall by 10 1/4"" wide.  Plates measure 7 1/4"" wide.  Some wear to gilt.  No chips or cracks.  See images.  Approx. weight 5.1 lbs."	300.00	400.00
227	PAIR ITALIAN PALE BLUE BISQUE COVERED URNS	"Pair Italian blue bisque covered urns.  Italy, 20th century.  Pale blue bisque with applied white latticework.  Each measures 11 high.  One urn separated between bowl and stand section with a good repair.  Inscribed: ITALY.  Three hairline cracks, one is 4"" long the others are 1 1/2"" long.  Approx.  weight 11 lbs."	100.00	200.00
228	CAPODIMONTE MADONNA & CHILD w/ CHERUBS WALL PLAQUE	"Capodimonte porcelain high relief three dimensional wall plaque of Madonna & Child with cherubs.  Hallmark on the back with the old Capodimonte mark.  Measures 14 1/4"" high by 9"" wide 2 1/2"" deep.  There is damage to the cherubs, broken wings and hands.  See images."	300.00	500.00
229	WATERFORD CRYSTAL LISMORE BISCUIT BARREL JAR	"Waterford crystal Lismore pattern biscuit barrel jar, Waterford acid etched mark on the base.  Measures with lid 6 3/4"" tall by 5"" wide.  Condition is good, no chips or cracks.  See images.  Approx. weight 3.2 lb."	75.00	150.00
230	"WATERFORD CRYSTAL VASE 10"""	"Waterford crystal 10"" vase.  Waterford acid etched mark on the base.  Small blemish inside the crystal near the mouth of the vase.  See images.  Approx. weight 2.3 lbs."	50.00	100.00
231	WATERFORD CRYSTAL LISMORE CREAM & SUGAR SET	"Waterford crystal Lismore pattern cream and sugar set, Waterford  acid etched mark on the base.  Creamer measures 33 3/4"" tall by 3 3/4"" wide spout to handle, sugar measures 1 3/4"" high by 3 1/4"" wide.  Condition is good, no chips or cracks.  See images.  Approx. weight 1 lb."	60.00	100.00
232	HUTSCHENREUTHER GOLD GILT PLATES AND TRAY 13 PC	"Twelve Hutschenreuther plates 10 1/2"" wide with mint green rims accented with an ornate gold gilt floral design.  Sold together with one  two handle serving tray which measures 12"" wide.  Each plate is stamped Hutschenreuther  with hallmark and A.W. Steiner, serving plate is stamped A.W. Steiner.  Plates show some losses to gilt and serving plate has ware to green rim with surface scratches.  See images.  Approx. weight 17 lbs."	150.00	250.00
233	19TH C. CARVED ALABASTER BUST OF A YOUNG WOMAN	"19th century carved alabaster bust of a young woman, unsigned.  Measures 13 1/2"" high by 16"" wide by 5 3/4"" deep.  Dings and chips throughout bust.  See images.  Approx. weight 44 lbs."	400.00	600.00
234	TWENTY CUT CRYSTAL STEM WINE GLASSES	"Twenty cut crystal stem wine glasses with no maker marks.  Measures 7 3/4"" tall by 3 1/4"" wide at the base.  Six glasses have tiny ticks along the upper rim and one with a chip on the base rim.  See images.  Approx. weight 11.3 lbs."	200.00	300.00
235	13 WATERFORD CRYSTAL COLLEEN TUMBLER(S)	"Thirteen Waterford crystal tumblers Colleen pattern; cross hatch and thumbprint cuts in bowl with tapered and faceted stem plain base.  Acid etched Waterford on the base.  Measures 3 1/2"" tall by 3"" wide. Condition is good, no chips or cracks.  See images.  Approx. weight 7.5 lbs."	250.00	350.00
236	TWO MEISSEN PORCELAIN FIGURES GIRL & BOY w/ FLUTE	"Two Meissen hand painted porcelain figures, one a girl with flowers and the other a boy with flute.  Meissen crossed sword hallmark on the base of each piece.  Girl measures 4"" tall by 1 3/4"" wide by 1 1/4"" deep, flower is damaged.  Boy measures 4"" high by 1 1/4"" wide by 1 3/4"" deep, his musical instrument is damaged.  See images.  Approx. weight 5 ounces."	250.00	350.00
237	TWO DRESDEN PORCELAIN FIGURES BOY & GIRL	"Two Dresden hand painted porcelain figures of a boy and girl holding baskets with flowers.  Dresden blue hallmark on the base of each piece.  Both figures measure 5 1/2"" tall by 2 1/4"" wide by 2 3/4"" deep.  The girl has some losses to the flowers in her basket.  The boy is in good condition.  See images.  Approx. weight 9 ounces."	150.00	200.00
238	AUGARTEN WIEN PORCELAIN FIGURE OF A MAN GARDENING	"Augarten Wien hand painted porcelain figure of a man wearing an apron and gardening.  Blue underglaze beehive and Wien mark together with red Augarten Austria mark and embossed 1629 are on the base.  Measures 5 3/4"" tall by 2 1/4"" wide by 2 1/4"" deep.  Condition is good, no chips, cracks or crazing.  See images.  Approx. weight 4 ounces."	150.00	250.00
239	TWO MEISSEN PORCELAIN FIGURES OF CUPID	"Two Meissen hand painted porcelain figures of cupid, both with the blue underglaze crossed sword hallmark.  The first is Cupid holding a heart in his hands, one wing is chipped and there are extensive repairs to his body.  He measures 5 1/2"" tall by 2 1/4"" wide.  The second  is Cupid sitting on a rock with his hands and wings tied behind his back, which measures 4 1/4"" tall by 2 1/4"" wide.  The tip of one wing has a flea bite and one finger has been repaired.  See images.  Approx. weight 11 ounces."	250.00	350.00
240	DRESDEN PORCELAIN FIGURAL GROUP MAN & WOMAN WALKING	"Dresden hand painted porcelain figural group of a man and woman walking. Dresden blue hallmark under the glaze on the base.  The woman has lace work on her skirt, cuffs and collar.  The man has lace work in on his cuffs and jabbour.  Measures 8 1/2"" tall by 6"" wide by 4 1/2"" deep.  Damage to the woman's skirt.  See images.  Approx. weight 2.3 lbs."	80.00	140.00
241	MEISSEN PORCELAIN FIGURAL GROUP MAN & WOMAN w FLOWERS	"Meissen hand painted porcelain figural group of a man and woman with floral garland and basket with flowers.  Meissen blue underglaze crossed sword hallmark and F93/163/91 incised on the base.  Measures 6 1/4"" wide by 5 1/4"" wide by 4"" deep.  Damage to the flowers, flower petals and leaves.  See images.  Approx. weight 2 lbs."	200.00	300.00
242	LARGE DRESDEN PORCELAIN WOMAN FIGURE w/ LACE	"Dresden hand painted porcelain figure of a woman with a lace work skirt, collar and cuffs.  Dresden blue hallmark under the glaze is on the base.  Figure measures 11 1/2"" tall by 6 3/4"" wide by 4 1/2"" deep.  Lace is damaged, see images.  Approx. weight 3 lbs."	50.00	100.00
243	SIX MEISSEN PORCELAIN FIGURES OF THE MONKEY BAND	"19th century six piece Meissen porcelain Monkey Band consisting of; two flutists, a trumpeter, a clarinetist, a piano player and the conductor.  Each piece has the Meissen blue crossed  sword hallmark.  Largest figure, conductor, measures 6 1/2"" tall by 4 1/4"" wide by 2 3/4"" deep (two line cancellation through hallmark.)  Smallest figure, the clarinetist, measures 5"" tall by 2"" wide by 2 1/4"" deep.   Small losses each piece; two flutists both have damage to their flutes and toes.  Monkey with orange jacket has damage to both hands and a chip to jacket cuff.  Trumpeter has damage to instrument, left foot is broken and jacket cuff has a chip.  Clarinetist has damage to instrument and a small chip to the tip of his tail.  Piano player is missing lower portion of his leg.  Conductor missing  hands and one lower leg.  See images.  Approx. weight 3 lbs."	800.00	1200.00
244	MEISSEN PORCELAIN FLORAL ENCRUSTED URN w/ PUTTI	"Meissen hand painted porcelain floral encrusted urn with two putti, reticulated lid and elaborate floral finial. Meissen hallmark, blue crossed swords under glaze on base.  Measures with lid 11 1/2"" high by 6"" wide.  Some losses including a minor crack on rim, loss to the floral petals and one green handle is damaged.  Sounds worse than it is. See images.  Approx. weight 2.8 lbs."	350.00	450.00
245	AUGARTEN WIEN PORCELAIN FIGURE MAN w/ WOLFHOUND	"Augarten Wien hand painted porcelain figure of a man wearing knickers and fur collar coat, holding a hunting crop with a Russian Wolfhound standing behind him.  Blue Augarten Wien hallmark under glaze is on the base and red Augarten Austria mark below. Measures 8"" tall by 3 1/2"" wide by 3 1/4"" deep.  A small tick on the front of the mans cap, no other noticeable damage.  See images.  Approx. weight 12 ounces."	150.00	200.00
246	ROSENTHAL PORCELAIN KARL HIMMELSTOSS FIGURAL GROUP	"Rosenthal hand painted white glaze porcelain figurine of a man serenading a woman with a sitar.  Rosenthal stamp on the base with impressed mark K. HIMMELSTOSS 691.  Measures 6"" tall by 9 3/4"" wide by 5"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 2 lbs."	150.00	200.00
247	MEISSEN PORCELAIN WOMAN FIGURINE 2 SWEET MEAT BASKETS	19th century Meissen hand painted porcelain figurine of a woman sitting between two baskets decorated with hand painted and relief flowers..  Blue crossed  sword hallmark under the glaze with 3024/145 incised on the base. Damage to the floral relief on the baskets and to the floral bouquet in woman's hand.  See images.  Approx. weight 14 ounces.	200.00	300.00
248	ROSENTHAL PORCELAIN FIGURAL GROUP WOMAN & WOLFHOUND	"Rosenthal hand painted porcelain figure of a woman dressed in period clothing with plumes in her hat walking a Russian Wolfhound dog.  Stamped on the base Rosenthal with hallmark and incised number 1553.  Measures 10 3/4"" tall by 7"" long by 4 3/4"" wide.  Condition is good, no chips, cracks or crazing.  See images.  Approx. weight 2.2 lbs."	150.00	250.00
249	MEISSEN BABY SATYR FIGURE w/ FLOWING SASH & FLORAL	"Meissen hand painted porcelain figure of a baby satyr figure with a flowing sash across his body and a floral base.  Meissen blue under-glaze crossed sword hallmark on the base with incised M105.131.  Figure has been repaired on his left arm and leg, fingers on both hands are damaged and the birds on the sunflower wing is broken.  See images.  Approx. weight 9 ounces."	150.00	200.00
250	ROSENTHAL PORCELAIN FIGURINE BOY WITH LAMB	"Rosenthal porcelain hand painted figurine of a boy in shorts with a lamb. Base is marked, Rosenthal, GERMANY, Kunstabteilung, SELB.  Measures 6 1/4"" tall by 4 1/4"" wide by 3 1/2"" deep.  Condition is good, no chips or cracks.  See images.  Approx. weight 9 ounces"	100.00	150.00
253	FOUR MEISSEN PORCELAIN FIGURES: PUTTI 4 SEASONS	"Four Meissen hand painted porcelain figures depicting Putti as the four seasons: winter, spring, summer and fall.  Each piece with blue crossed sword underglaze hallmark on the base.  First Putto is ice skating, measures 5"" tall by 2 1/2"" wide by 2"" deep, incised A71 on base.  Repair to one skate and a finger.  Second Putto with grapes, 5 1/2"" tall by 3"" wide by 2"" deep, incised A69 on base.  Grape garland is broken and wreath on head is damaged.  Third Putto holding wheat, measures 5 1/4"" tall by 3"" wide by 2 1/4"" deep, incised A.67  on base.  Damage to wheat shaft and to the piece he's holding.  Fourth Putto is holding floral basket, measures 5 1/4"" tall by 2 3/4"" wide by 2"" deep.  Chip on his hand holding a flower.  Flower is also damaged.  See images.  Approx. weight 1.7 lbs."	600.00	800.00
254	ROYAL VIENNA PORCELAIN URN	"Royal Vienna hand painted porcelain urn with front panel of Cupid and lovers, decorated with ornate gilt and enamel accents.  Measures 8 3/4"" tall by 3 1/4"" wide.  Royal Vienna blue hallmark under glaze is on the base.  Condition is good, no chips, cracks or crazing.  See images.  Approx. weight 14 ounces."	250.00	350.00
255	MEISSEN FIGURINE: LADY SITTING AT HER VANITY	"Meissen figurine of a lady sitting at her vanity. Base with the Meissen blue crossed sword hallmark under the glaze, two cancellation lines and incised  E3.127 .  Measures 5 1/2"" high by 4 1/2' wide by 3 1/4"" deep.  Condition: Mirror damaged, losses to lace work along her shawl, and hair piece has a flea bite along the front edge.  See images.  Approx. weight 1 1/2 lbs."	200.00	250.00
256	MEISSEN PORCELAIN CUPID FIGURE	"Vintage Meissen porcelain figure of Cupid standing at a grinding wheel sharpening his arrows. Meissen blue crossed swords hallmark under the glaze is on the base with incised M.145.148.  Measures 6 1/2"" tall by 5"" wide by 4"" deep.  Cherub has damage to his wings, one wing is missing, the other wing is chipped.  See images.  Approx. weight 1 1/2 lbs."	200.00	250.00
257	MEISSEN PORCELAIN FIGURE OF YOUNG MAN	"Meissen hand painted porcelain figure of a young man near a tree stump.  Meissen blue cross sword hallmark under glaze on the base with incised F6g 122.  Measures 7 1/2"" tall by 4"" wide by 2 3/4"" deep.  Figure does have losses including missing elements and chips.  See images.  Approx. weight 1 lb."	200.00	250.00
258	CAPODIMONTE PORCELAIN FIGURE WOMAN PLAYING SITAR	"Capodimonte hand painted figure of a woman playing a sitar.  Blue hallmark N with a crown above it is on the base under the glaze.  Measures 6 1/4"" tall by 4"" wide.  There is minor damage to the lace work on the woman's dress, a crack that has been repaired on the base that extends to the back of her skirt.  See images.  Approx. weight 1 lb."	100.00	150.00
259	PR MEISSEN PORCELAIN FLORAL ENCRUSTED URN w PUTTI	"Two Meissen hand painted porcelain floral relief urns with reticulated and floral encrusted lids, body with painted allegorical scenes and two putti.   Both have the Meissen hallmark, blue underglaze crossed swords. First urn measures with lid 9"" tall by 4"" wide .  Second urn measures with lid 9 1/2"" tall by 4 1/2"".  Both have losses to the flowers.   See images.  Approx. weight 3.6 lbs."	500.00	800.00
